,District,Type,Building Classification,Total Units,Gross Income per SqFt,Expense per SqFt,Net Operating Income,Market Value per SqFt
716,Bronx,Cooperative,D4-ELEVATOR,80,12.38,6.56,336629,36.84
717,Bronx,Cooperative,D4-ELEVATOR,624,13.01,7.76,3142010,34.98
718,Bronx,Cooperative,D4-ELEVATOR,225,10.76,6.87,998757,24.1
719,Bronx,Cooperative,D4-ELEVATOR,225,10.76,6.87,998757,24.1
720,Bronx,Cooperative,D4-ELEVATOR,225,10.76,6.87,998757,24.1
721,Bronx,Cooperative,D4-ELEVATOR,225,10.76,6.87,998757,24.1
722,Bronx,Cooperative,D4-ELEVATOR,239,11.67,7.12,966241,29.14
723,Bronx,Cooperative,D4-ELEVATOR,408,10.76,6.87,1406049,24.1
724,Bronx,Cooperative,D4-ELEVATOR,104,10.76,6.87,485386,24.11
725,Bronx,Cooperative,D4-ELEVATOR,105,10.76,6.87,458717,24.1
726,Bronx,Cooperative,C6-WALK-UP,44,10.59,6.36,151011,26.25
727,Bronx,Cooperative,C6-WALK-UP,17,10.49,6.1,59028,27.29
728,Bronx,Cooperative,D4-ELEVATOR,133,12.21,7.8,666594,28.0
729,Bronx,Cooperative,D4-ELEVATOR,139,10.95,5.89,730968,31.29
730,Bronx,Cooperative,D4-ELEVATOR,338,9.8,5.74,876960,24.04
731,Bronx,Cooperative,D4-ELEVATOR,340,11.16,4.57,1435302,42.49
732,Bronx,Cooperative,D4-ELEVATOR,69,11.75,5.1,450870,42.51
733,Bronx,Cooperative,D4-ELEVATOR,54,11.45,5.98,311790,14.72
734,Bronx,Cooperative,D4-ELEVATOR,42,12.13,6.8,164841,33.89
735,Bronx,Cooperative,C6-WALK-UP,31,11.13,5.44,154484,33.52
736,Bronx,Cooperative,D4-ELEVATOR,157,11.12,5.5,760105,34.68
737,Bronx,Cooperative,D4-ELEVATOR,158,13.14,7.69,980564,36.24
738,Bronx,Cooperative,D4-ELEVATOR,66,13.11,5.39,452392,51.37
739,Bronx,Cooperative,D4-ELEVATOR,95,13.36,5.79,645100,50.22
740,Bronx,Cooperative,D4-ELEVATOR,52,12.99,5.03,352859,53.06
741,Bronx,Cooperative,D4-ELEVATOR,85,11.5,5.49,528423,38.57
742,Bronx,Cooperative,D4-ELEVATOR,55,11.5,5.49,325646,38.55
743,Bronx,Cooperative,D4-ELEVATOR,210,11.08,6.09,469060,30.81
744,Bronx,Cooperative,D4-ELEVATOR,59,10.89,5.99,368811,30.33
745,Bronx,Cooperative,D4-ELEVATOR,58,10.89,5.99,330750,30.33
746,Bronx,Cooperative,D4-ELEVATOR,190,11.73,5.22,1135344,41.63
747,Bronx,Cooperative,D4-ELEVATOR,384,11.73,5.22,1432200,41.63
748,Bronx,Cooperative,D4-ELEVATOR,96,11.37,7.84,448310,22.7
749,Bronx,Cooperative,D4-ELEVATOR,61,10.95,6.02,316954,30.49
750,Bronx,Cooperative,D4-ELEVATOR,78,10.63,4.65,522377,30.1
751,Bronx,Cooperative,D4-ELEVATOR,73,11.88,6.84,356893,32.17
752,Bronx,Cooperative,D4-ELEVATOR,62,12.34,6.62,334620,36.24
753,Bronx,Cooperative,D4-ELEVATOR,121,12.73,4.39,1282725,55.77
754,Bronx,Cooperative,D4-ELEVATOR,68,11.34,6.24,332057,24.51
755,Bronx,Cooperative,D4-ELEVATOR,135,12.68,7.22,687365,36.53
756,Bronx,Cooperative,D4-ELEVATOR,168,10.25,5.49,669552,29.65
757,Bronx,Cooperative,D4-ELEVATOR,172,13.89,6.95,1274180,44.28
758,Bronx,Cooperative,D4-ELEVATOR,213,12.5,5.74,1571916,45.32
759,Bronx,Cooperative,D4-ELEVATOR,66,10.72,6.2,322077,24.55
760,Bronx,Cooperative,D4-ELEVATOR,297,12.28,6.83,1920362,34.56
761,Bronx,Cooperative,C6-WALK-UP,37,14.84,7.7,194386,49.22
762,Bronx,Cooperative,D4-ELEVATOR,269,11.86,6.74,1480697,32.78
763,Bronx,Cooperative,D4-ELEVATOR,201,11.86,6.72,1280921,32.88
764,Bronx,Cooperative,D4-ELEVATOR,4470,11.58,7.5,22586399,26.13
765,Bronx,Cooperative,D4-ELEVATOR,10948,11.73,7.53,56910658,26.88
766,Bronx,Cooperative,D4-ELEVATOR,208,12.94,6.99,1523200,39.68
767,Bronx,Cooperative,D4-ELEVATOR,71,10.36,6.63,216318,23.21
768,Bronx,Cooperative,D4-ELEVATOR,65,13.11,5.39,430776,44.55
769,Bronx,Cooperative,D4-ELEVATOR,117,12.38,6.31,740540,38.43
770,Bronx,Cooperative,D4-ELEVATOR,225,8.1,5.35,643500,16.21
771,Bronx,Cooperative,D4-ELEVATOR,130,12.83,5.37,1059320,46.94
772,Bronx,Cooperative,D4-ELEVATOR,339,12.81,4.98,3651912,46.7
773,Bronx,Cooperative,D4-ELEVATOR,412,11.9,6.45,2937550,34.77
774,Bronx,Cooperative,D4-ELEVATOR,244,13.12,6.9,1479116,41.37
775,Bronx,Cooperative,D4-ELEVATOR,252,13.05,6.23,1686224,44.49
776,Bronx,Cooperative,C6-WALK-UP,34,11.88,5.36,280360,41.6
777,Bronx,Cooperative,D4-ELEVATOR,78,11.54,5.15,594653,37.83
778,Bronx,Cooperative,D4-ELEVATOR,73,11.78,5.33,715950,41.22
779,Bronx,Cooperative,D4-ELEVATOR,61,11.29,4.96,460824,37.47
780,Bronx,Cooperative,D4-ELEVATOR,122,11.52,4.94,932524,37.1
781,Bronx,Cooperative,D4-ELEVATOR,108,11.9,5.07,742421,43.58
782,Bronx,Cooperative,D4-ELEVATOR,69,12.5,5.18,580447,37.04
783,Bronx,Cooperative,D4-ELEVATOR,60,11.78,5.33,517380,37.03
784,Bronx,Cooperative,D4-ELEVATOR,142,12.02,4.98,1410210,38.66
785,Bronx,Cooperative,D4-ELEVATOR,160,11.75,4.92,1433754,38.62
786,Bronx,Cooperative,D4-ELEVATOR,180,11.75,4.92,1578782,38.64
787,Bronx,Cooperative,C6-WALK-UP,17,15.65,8.03,217444,52.14
788,Bronx,Cooperative,D4-ELEVATOR,69,11.9,5.07,629528,36.28
789,Bronx,Cooperative,D4-ELEVATOR,52,11.9,5.07,563878,37.04
790,Bronx,Cooperative,D4-ELEVATOR,67,12.5,5.18,614002,38.69
791,Bronx,Cooperative,D4-ELEVATOR,85,11.78,5.33,903000,37.09
792,Bronx,Cooperative,D4-ELEVATOR,69,11.75,4.92,420305,36.29
793,Bronx,Cooperative,D4-ELEVATOR,72,12.25,4.63,577192,37.03
794,Bronx,Cooperative,D4-ELEVATOR,66,12.64,6.15,441236,37.05
795,Bronx,Cooperative,D4-ELEVATOR,54,12.0,4.78,552330,38.68
796,Bronx,Cooperative,D4-ELEVATOR,105,11.1,6.11,748500,30.8
797,Bronx,Cooperative,D4-ELEVATOR,44,11.19,6.71,183985,28.88
798,Bronx,Cooperative,D4-ELEVATOR,127,13.91,5.45,1577621,44.54
799,Bronx,Cooperative,D4-ELEVATOR,84,12.28,6.51,644365,36.59
800,Bronx,Cooperative,D4-ELEVATOR,77,11.68,5.26,514371,37.07
801,Bronx,Cooperative,D4-ELEVATOR,80,11.68,5.26,567978,37.05
802,Bronx,Cooperative,D4-ELEVATOR,67,11.77,6.68,410941,32.53
803,Bronx,Cooperative,D4-ELEVATOR,69,12.25,4.63,624840,38.63
804,Bronx,Cooperative,D4-ELEVATOR,45,13.91,5.45,363780,45.79
805,Bronx,Cooperative,D4-ELEVATOR,216,12.0,6.24,1797120,32.65
806,Bronx,Cooperative,D4-ELEVATOR,57,12.45,5.39,485220,47.36
807,Bronx,Cooperative,D4-ELEVATOR,56,12.64,6.15,479682,37.8
808,Bronx,Cooperative,D4-ELEVATOR,82,12.85,6.19,710515,36.6
809,Bronx,Cooperative,D4-ELEVATOR,90,11.75,4.92,789528,36.64
810,Bronx,Cooperative,D4-ELEVATOR,120,11.25,5.95,1097630,34.13
811,Bronx,Cooperative,D4-ELEVATOR,103,11.25,5.95,570423,34.14
812,Bronx,Cooperative,D4-ELEVATOR,49,11.25,5.95,312700,34.14
813,Bronx,Cooperative,D4-ELEVATOR,76,11.54,5.61,507151,37.81
814,Bronx,Cooperative,C6-WALK-UP,32,13.25,6.7,212220,43.52
815,Bronx,Cooperative,D4-ELEVATOR,108,10.73,4.5,685300,36.5
816,Bronx,Cooperative,D4-ELEVATOR,43,12.3,5.71,217470,37.67
817,Bronx,Cooperative,D4-ELEVATOR,129,11.66,5.3,807720,36.46
818,Bronx,Cooperative,D4-ELEVATOR,54,13.6,6.06,350610,45.66
819,Bronx,Cooperative,D4-ELEVATOR,60,13.03,7.5,336384,36.84
820,Bronx,Cooperative,D4-ELEVATOR,63,13.05,6.23,372611,45.43
821,Bronx,Cooperative,D4-ELEVATOR,64,12.28,6.97,424800,33.68
822,Bronx,Cooperative,D4-ELEVATOR,439,12.64,6.15,4662409,43.44
823,Bronx,Cooperative,D4-ELEVATOR,86,13.15,6.7,750935,38.64
824,Bronx,Cooperative,D4-ELEVATOR,49,12.64,6.15,471135,38.64
825,Bronx,Cooperative,D4-ELEVATOR,76,12.85,6.19,796536,44.46
826,Bronx,Cooperative,D4-ELEVATOR,43,13.24,7.16,363377,38.65
827,Bronx,Cooperative,D4-ELEVATOR,52,13.39,5.85,486481,47.57
828,Bronx,Cooperative,D4-ELEVATOR,159,12.25,4.63,1656283,44.03
829,Bronx,Cooperative,D4-ELEVATOR,145,13.15,6.1,1420653,44.0
830,Bronx,Cooperative,C6-WALK-UP,52,12.87,5.34,431093,50.25
831,Bronx,Cooperative,D4-ELEVATOR,183,13.05,6.23,1458941,44.53
832,Bronx,Cooperative,D4-ELEVATOR,196,11.52,4.94,1677900,37.4
833,Bronx,Cooperative,D4-ELEVATOR,104,12.64,6.15,1063996,37.37
834,Bronx,Cooperative,D4-ELEVATOR,106,13.06,5.03,876490,46.26
835,Bronx,Cooperative,D4-ELEVATOR,76,13.05,6.23,856087,45.42
836,Bronx,Cooperative,D4-ELEVATOR,185,13.28,5.8,1621066,46.39
837,Bronx,Cooperative,D4-ELEVATOR,144,11.54,5.61,1124281,38.03
838,Bronx,Cooperative,D4-ELEVATOR,437,14.39,7.65,2728958,46.66
839,Bronx,Cooperative,D4-ELEVATOR,435,14.39,7.65,2697213,46.66
840,Bronx,Cooperative,D4-ELEVATOR,437,14.36,8.08,2561737,43.49
841,Bronx,Cooperative,D4-ELEVATOR,116,11.55,5.18,959959,40.85
842,Bronx,Cooperative,D4-ELEVATOR,462,14.23,7.14,2800550,49.14
843,Manhattan,Cooperative,D4-ELEVATOR,21,33.76,10.27,1207081,174.36
844,Manhattan,Cooperative,D0-ELEVATOR,211,32.95,11.07,5231968,162.67
845,Manhattan,Cooperative,D4-ELEVATOR,92,31.81,9.31,3767580,167.8
846,Manhattan,Cooperative,D4-ELEVATOR,83,32.95,11.07,3679691,162.67
847,Manhattan,Cooperative,D4-ELEVATOR,1664,17.56,9.0,17767050,61.76
848,Manhattan,Cooperative,D4-ELEVATOR,43,28.83,11.78,1354145,128.02
849,Manhattan,Cooperative,D4-ELEVATOR,51,28.83,11.78,1904230,128.02
850,Manhattan,Cooperative,D0-ELEVATOR,24,33.76,10.27,967858,174.36
851,Manhattan,Cooperative,D4-ELEVATOR,880,26.68,9.25,8983858,126.02
852,Manhattan,Cooperative,D4-ELEVATOR,46,28.62,8.06,1815859,154.45
853,Manhattan,Cooperative,D4-ELEVATOR,34,31.31,9.81,1505000,160.5
854,Manhattan,Cooperative,D4-ELEVATOR,21,31.81,9.31,1081778,167.81
855,Manhattan,Cooperative,D4-ELEVATOR,11,29.56,9.88,522130,147.56
856,Manhattan,Cooperative,D4-ELEVATOR,45,30.3,9.11,1644980,158.64
857,Manhattan,Cooperative,D4-ELEVATOR,63,30.22,8.69,2233737,161.2
858,Manhattan,Cooperative,D4-ELEVATOR,11,31.31,9.81,526750,156.57
859,Manhattan,Cooperative,D4-ELEVATOR,29,31.97,10.15,1217556,162.67
860,Manhattan,Cooperative,D4-ELEVATOR,33,30.99,8.87,1732129,165.24
861,Manhattan,Cooperative,D4-ELEVATOR,16,30.99,8.87,839675,165.23
862,Manhattan,Cooperative,D0-ELEVATOR,20,29.02,7.93,816183,158.29
863,Manhattan,Cooperative,D4-ELEVATOR,12,28.66,7.46,361587,159.24
864,Manhattan,Cooperative,D4-ELEVATOR,253,31.03,8.51,6910532,168.21
865,Manhattan,Cooperative,D0-ELEVATOR,40,26.68,9.25,1627578,126.03
866,Manhattan,Cooperative,D4-ELEVATOR,29,24.24,9.81,707070,104.98
867,Manhattan,Cooperative,D4-ELEVATOR,18,25.31,8.83,710189,119.62
868,Manhattan,Cooperative,D4-ELEVATOR,11,31.31,9.81,414627,148.77
869,Manhattan,Cooperative,D0-ELEVATOR,38,29.55,9.17,1054624,152.8
870,Manhattan,Cooperative,D4-ELEVATOR,49,29.55,9.17,1507183,152.8
871,Manhattan,Cooperative,D0-ELEVATOR,32,29.55,9.17,1828575,152.8
872,Manhattan,Cooperative,D4-ELEVATOR,14,31.31,10.03,504400,158.86
873,Manhattan,Cooperative,D0-ELEVATOR,14,29.56,9.88,560880,147.54
874,Manhattan,Cooperative,D4-ELEVATOR,19,23.85,8.31,581196,113.16
875,Manhattan,Cooperative,C6-WALK-UP,12,29.07,9.25,443234,148.73
876,Manhattan,Cooperative,D0-ELEVATOR,18,26.77,5.07,651000,156.87
877,Manhattan,Cooperative,D4-ELEVATOR,18,32.62,9.18,990106,174.38
878,Manhattan,Cooperative,D4-ELEVATOR,31,29.55,9.17,1746077,152.8
879,Manhattan,Cooperative,D4-ELEVATOR,14,30.88,8.15,681900,169.83
880,Manhattan,Cooperative,D4-ELEVATOR,28,27.49,6.9,867065,148.44
881,Manhattan,Cooperative,D4-ELEVATOR,212,25.29,11.38,3498239,75.15
882,Manhattan,Cooperative,D4-ELEVATOR,124,13.53,7.67,730156,38.79
883,Manhattan,Cooperative,D4-ELEVATOR,1618,14.2,7.51,9343421,46.38
884,Manhattan,Cooperative,D4-ELEVATOR,145,13.38,6.94,1849407,42.72
885,Manhattan,Cooperative,D4-ELEVATOR,836,22.89,10.02,11879010,94.0
886,Manhattan,Cooperative,D4-ELEVATOR,143,20.43,8.09,1679104,88.12
887,Manhattan,Cooperative,D4-ELEVATOR,790,31.53,12.43,23256160,142.52
888,Manhattan,Cooperative,C8-WALK-UP,15,27.41,6.45,258369,151.16
889,Manhattan,Cooperative,D4-ELEVATOR,893,19.4,8.13,11119444,80.8
890,Manhattan,Cooperative,D4-ELEVATOR,880,19.17,7.52,12057051,83.57
891,Manhattan,Cooperative,D4-ELEVATOR,1684,13.36,4.69,10674937,57.52
892,Manhattan,Cooperative,D4-ELEVATOR,240,22.09,8.34,2972750,100.68
893,Manhattan,Cooperative,D4-ELEVATOR,274,20.79,8.36,3722909,91.29
894,Manhattan,Cooperative,D4-ELEVATOR,533,23.56,11.59,6368111,87.29
895,Manhattan,Cooperative,D4-ELEVATOR,1139,13.53,7.67,6980314,38.79
896,Manhattan,Cooperative,D4-ELEVATOR,201,15.6,8.82,1545840,46.42
897,Manhattan,Cooperative,C6-WALK-UP,16,32.02,11.95,202104,149.65
898,Manhattan,Cooperative,C6-WALK-UP,21,14.55,8.32,116831,43.03
899,Manhattan,Cooperative,C6-WALK-UP,22,30.85,9.22,312012,161.59
900,Manhattan,Cooperative,C6-WALK-UP,20,26.27,11.57,139929,106.42
901,Manhattan,Cooperative,C6-WALK-UP,32,31.43,11.45,416323,149.11
902,Manhattan,Cooperative,D4-ELEVATOR,182,22.47,11.2,2234390,82.39
903,Manhattan,Cooperative,C6-WALK-UP,20,33.34,12.06,218227,158.07
904,Manhattan,Cooperative,C6-WALK-UP,24,12.6,4.5,157180,46.07
905,Manhattan,Cooperative,C6-WALK-UP,24,37.38,14.27,387693,169.95
906,Manhattan,Cooperative,C6-WALK-UP,12,33.24,11.54,256103,161.24
907,Manhattan,Cooperative,C6-WALK-UP,20,33.74,10.66,334845,171.28
908,Manhattan,Cooperative,C6-WALK-UP,12,32.87,8.89,207547,178.28
909,Manhattan,Cooperative,C6-WALK-UP,13,34.63,8.97,247978,189.98
910,Manhattan,Cooperative,C6-WALK-UP,12,36.02,11.79,210196,178.79
911,Manhattan,Cooperative,D0-ELEVATOR,12,20.69,7.91,402570,93.87
912,Manhattan,Cooperative,D4-ELEVATOR,439,14.29,8.48,3216764,40.26
913,Manhattan,Cooperative,C6-WALK-UP,18,17.26,8.83,141177,60.85
914,Manhattan,Cooperative,C6-WALK-UP,14,32.57,11.07,259591,159.93
915,Manhattan,Cooperative,C6-WALK-UP,24,26.67,10.42,175500,117.5
916,Manhattan,Cooperative,D4-ELEVATOR,13,34.37,10.74,206053,175.0
917,Manhattan,Cooperative,C6-WALK-UP,19,21.61,9.35,195988,89.89
918,Manhattan,Cooperative,C6-WALK-UP,24,26.4,8.55,207238,129.11
919,Manhattan,Cooperative,D4-ELEVATOR,138,20.74,10.65,1747790,74.11
920,Manhattan,Cooperative,C6-WALK-UP,119,26.4,9.79,1089367,120.16
921,Manhattan,Cooperative,D4-ELEVATOR,40,16.25,8.37,216700,53.64
922,Manhattan,Cooperative,D4-ELEVATOR,61,26.77,7.25,1092085,141.1
923,Manhattan,Cooperative,C6-WALK-UP,24,19.05,8.77,119362,73.81
924,Manhattan,Cooperative,C6-WALK-UP,23,25.27,6.3,290393,137.71
925,Manhattan,Cooperative,C6-WALK-UP,20,20.06,6.46,83980,97.33
926,Manhattan,Cooperative,C6-WALK-UP,11,33.37,12.79,183738,152.89
927,Manhattan,Cooperative,C6-WALK-UP,31,14.62,7.67,144546,47.99
928,Manhattan,Cooperative,D4-ELEVATOR,203,24.36,8.78,3034984,44.51
929,Manhattan,Cooperative,D4-ELEVATOR,104,28.28,6.58,2634511,156.1
930,Manhattan,Cooperative,D4-ELEVATOR,105,28.28,6.58,2617128,156.1
931,Manhattan,Cooperative,D4-ELEVATOR,877,36.67,11.07,19969588,65.19
932,Manhattan,Cooperative,C6-WALK-UP,15,35.28,13.23,175959,163.03
933,Manhattan,Cooperative,C6-WALK-UP,25,31.54,9.16,335700,167.0
934,Manhattan,Cooperative,C6-WALK-UP,14,20.41,10.12,107016,72.88
935,Manhattan,Cooperative,D4-ELEVATOR,24,29.91,12.17,401368,132.91
936,Manhattan,Cooperative,C6-WALK-UP,25,27.67,10.38,174335,124.57
937,Manhattan,Cooperative,C6-WALK-UP,22,31.23,8.7,192316,168.23
938,Manhattan,Cooperative,D4-ELEVATOR,15,43.56,22.14,883275,161.36
939,Manhattan,Cooperative,C6-WALK-UP,22,30.99,10.59,180438,152.4
940,Manhattan,Cooperative,C6-WALK-UP,24,36.03,11.72,268528,179.34
941,Manhattan,Cooperative,C6-WALK-UP,12,29.6,9.24,142541,152.69
942,Manhattan,Cooperative,C6-WALK-UP,21,39.64,18.67,175519,158.54
943,Manhattan,Cooperative,C6-WALK-UP,13,39.35,15.98,379786,176.73
944,Manhattan,Cooperative,D4-ELEVATOR,19,39.8,13.53,251798,198.54
945,Manhattan,Cooperative,D4-ELEVATOR,77,36.0,13.74,2179165,164.24
946,Manhattan,Cooperative,C6-WALK-UP,25,34.63,12.75,236172,162.03
947,Manhattan,Cooperative,D4-ELEVATOR,31,31.51,8.21,601559,173.87
948,Manhattan,Cooperative,C6-WALK-UP,36,39.13,17.45,459139,163.94
949,Manhattan,Cooperative,C6-WALK-UP,13,34.06,9.84,267728,179.57
950,Manhattan,Cooperative,D4-ELEVATOR,31,32.02,9.79,494973,165.72
951,Manhattan,Cooperative,D4-ELEVATOR,30,37.27,9.27,701904,205.96
952,Manhattan,Cooperative,D4-ELEVATOR,11,40.69,10.88,366663,225.2
953,Manhattan,Cooperative,D4-ELEVATOR,25,37.25,11.06,340470,192.69
954,Manhattan,Cooperative,C6-WALK-UP,56,32.23,12.01,548185,150.57
955,Manhattan,Cooperative,D4-ELEVATOR,22,37.84,11.94,404040,196.09
956,Manhattan,Cooperative,D4-ELEVATOR,84,31.51,8.21,1324489,173.88
957,Manhattan,Cooperative,C6-WALK-UP,28,30.96,6.88,315689,179.86
958,Manhattan,Cooperative,C6-WALK-UP,16,37.31,10.77,159877,195.22
959,Manhattan,Cooperative,D4-ELEVATOR,31,31.51,8.21,452206,173.85
960,Manhattan,Cooperative,D0-ELEVATOR,19,30.21,7.7,1574079,168.54
961,Manhattan,Cooperative,D0-ELEVATOR,28,42.87,10.42,2296129,244.76
962,Manhattan,Cooperative,C6-WALK-UP,25,36.51,11.02,350692,187.82
963,Manhattan,Cooperative,D0-ELEVATOR,19,33.59,9.54,1124121,178.58
964,Manhattan,Cooperative,D0-ELEVATOR,12,32.61,9.08,822232,153.62
965,Manhattan,Cooperative,D4-ELEVATOR,14,36.22,8.7,863164,202.93
966,Manhattan,Cooperative,D4-ELEVATOR,13,33.35,11.31,705897,163.73
967,Manhattan,Cooperative,D4-ELEVATOR,13,35.46,9.82,566747,189.51
968,Manhattan,Cooperative,D0-ELEVATOR,53,37.67,10.4,2087519,200.39
969,Manhattan,Cooperative,D0-ELEVATOR,26,33.59,9.54,3020439,178.57
970,Manhattan,Cooperative,D0-ELEVATOR,15,32.26,7.55,1420479,183.98
971,Manhattan,Cooperative,D4-ELEVATOR,11,28.12,9.21,365001,136.1
972,Manhattan,Cooperative,D4-ELEVATOR,11,30.54,10.8,633418,118.61
973,Manhattan,Cooperative,D0-ELEVATOR,11,28.6,9.73,518925,141.75
974,Manhattan,Cooperative,D0-ELEVATOR,19,30.46,7.09,581913,174.78
975,Manhattan,Cooperative,D0-ELEVATOR,11,32.26,7.55,821607,183.97
976,Manhattan,Cooperative,D0-ELEVATOR,13,41.98,12.19,1295865,224.83
977,Manhattan,Cooperative,C6-WALK-UP,24,32.69,9.42,270583,173.12
978,Manhattan,Cooperative,C6-WALK-UP,40,35.01,11.16,361041,176.44
979,Manhattan,Cooperative,C6-WALK-UP,12,16.25,8.37,60140,53.59
980,Manhattan,Cooperative,C6-WALK-UP,12,16.25,8.37,61299,53.61
981,Manhattan,Cooperative,D0-ELEVATOR,21,35.07,8.06,1470181,199.81
982,Manhattan,Cooperative,D0-ELEVATOR,11,35.21,10.61,509220,181.93
983,Manhattan,Cooperative,D0-ELEVATOR,12,37.13,8.16,1482684,213.17
984,Manhattan,Cooperative,D0-ELEVATOR,13,36.05,7.05,755682,213.95
985,Manhattan,Cooperative,D0-ELEVATOR,19,38.75,14.48,1456200,183.6
986,Manhattan,Cooperative,D4-ELEVATOR,13,35.46,9.82,916245,189.53
987,Manhattan,Cooperative,D0-ELEVATOR,36,30.93,6.25,1339981,184.36
988,Manhattan,Cooperative,D0-ELEVATOR,13,37.27,9.27,1120000,205.95
989,Manhattan,Cooperative,D4-ELEVATOR,13,31.22,9.89,650565,159.28
990,Manhattan,Cooperative,C6-WALK-UP,32,38.43,11.66,341318,202.59
991,Manhattan,Cooperative,D0-ELEVATOR,13,36.59,9.56,926480,199.15
992,Manhattan,Cooperative,C6-WALK-UP,26,42.26,10.7,349369,178.86
993,Manhattan,Cooperative,C6-WALK-UP,38,36.12,11.04,535709,185.02
994,Manhattan,Cooperative,D0-ELEVATOR,21,35.17,7.03,921247,208.14
995,Manhattan,Cooperative,C6-WALK-UP,20,42.32,12.31,379987,226.43
996,Manhattan,Cooperative,D4-ELEVATOR,181,32.82,10.26,3899181,167.78
997,Manhattan,Cooperative,C6-WALK-UP,13,37.78,15.22,170215,118.49
998,Manhattan,Cooperative,C6-WALK-UP,12,37.76,15.1,177283,118.47
999,Manhattan,Cooperative,D0-ELEVATOR,53,36.98,7.23,2181627,218.98
1000,Manhattan,Cooperative,D4-ELEVATOR,14,29.06,11.34,447324,132.98
1001,Manhattan,Cooperative,D0-ELEVATOR,52,32.61,9.08,1458836,175.07
1002,Manhattan,Cooperative,D4-ELEVATOR,15,35.46,9.82,1038420,189.53
1003,Manhattan,Cooperative,D4-ELEVATOR,26,34.89,9.52,1247443,187.74
1004,Manhattan,Cooperative,D4-ELEVATOR,13,37.27,9.27,733600,205.95
1005,Manhattan,Cooperative,D4-ELEVATOR,13,38.43,8.93,1185310,223.22
1006,Manhattan,Cooperative,D4-ELEVATOR,26,37.67,10.4,1094345,200.4
1007,Manhattan,Cooperative,D0-ELEVATOR,33,29.99,9.71,1107288,151.9
1008,Manhattan,Cooperative,D0-ELEVATOR,15,29.99,9.71,667638,151.91
1009,Manhattan,Cooperative,C6-WALK-UP,35,36.76,7.89,602950,212.64
1010,Manhattan,Cooperative,D0-ELEVATOR,33,33.34,8.67,2122064,183.28
1011,Manhattan,Cooperative,D0-ELEVATOR,20,38.39,9.87,1480901,215.79
1012,Manhattan,Cooperative,C6-WALK-UP,20,41.08,12.66,266920,214.65
1013,Manhattan,Cooperative,C6-WALK-UP,20,41.08,12.66,267091,214.62
1014,Manhattan,Cooperative,C6-WALK-UP,20,41.08,12.66,267091,214.62
1015,Manhattan,Cooperative,C6-WALK-UP,22,41.08,12.66,268086,214.67
1016,Manhattan,Cooperative,C6-WALK-UP,36,37.57,9.86,623835,203.66
1017,Manhattan,Cooperative,C6-WALK-UP,19,32.57,11.57,289506,156.25
1018,Manhattan,Cooperative,C6-WALK-UP,41,36.06,8.33,559868,204.56
1019,Manhattan,Cooperative,D4-ELEVATOR,58,31.64,10.7,907665,156.21
1020,Manhattan,Cooperative,D4-ELEVATOR,41,32.6,7.72,823528,185.11
1021,Manhattan,Cooperative,D4-ELEVATOR,49,31.64,10.7,695292,156.22
1022,Manhattan,Cooperative,D4-ELEVATOR,20,33.05,8.44,361767,182.93
1023,Manhattan,Cooperative,D4-ELEVATOR,63,32.6,7.72,1171848,185.12
1024,Manhattan,Cooperative,D4-ELEVATOR,13,39.19,18.69,203442,155.08
1025,Manhattan,Cooperative,C6-WALK-UP,22,34.8,11.09,172680,175.48
1026,Manhattan,Cooperative,C6-WALK-UP,40,36.95,12.23,435715,181.95
1027,Manhattan,Cooperative,C6-WALK-UP,21,35.29,10.35,273966,184.43
1028,Manhattan,Cooperative,D0-ELEVATOR,25,36.22,8.7,1117505,202.95
1029,Manhattan,Cooperative,D0-ELEVATOR,12,36.22,8.7,892749,202.93
1030,Manhattan,Cooperative,D0-ELEVATOR,28,35.69,7.25,1478880,210.12
1031,Manhattan,Cooperative,D4-ELEVATOR,115,33.19,11.02,1828648,164.75
1032,Manhattan,Cooperative,D4-ELEVATOR,174,22.54,10.02,2664656,91.51
1033,Manhattan,Cooperative,D4-ELEVATOR,64,31.22,9.89,575910,159.26
1034,Manhattan,Cooperative,C6-WALK-UP,24,44.48,8.99,397843,267.17
1035,Manhattan,Cooperative,C6-WALK-UP,23,44.48,8.99,402563,267.13
1036,Manhattan,Cooperative,D4-ELEVATOR,20,36.5,10.39,261100,192.4
1037,Manhattan,Cooperative,C6-WALK-UP,16,33.36,10.09,201425,172.83
1038,Manhattan,Cooperative,C6-WALK-UP,16,31.47,11.03,143080,152.57
1039,Manhattan,Cooperative,D4-ELEVATOR,115,36.58,11.06,1824425,188.04
1040,Manhattan,Cooperative,D4-ELEVATOR,29,34.39,9.43,947682,179.34
1041,Manhattan,Cooperative,C6-WALK-UP,20,19.37,7.92,162899,82.1
1042,Manhattan,Cooperative,C6-WALK-UP,20,19.37,7.92,421933,82.09
1043,Manhattan,Cooperative,C6-WALK-UP,20,19.37,7.92,95894,82.15
1044,Manhattan,Cooperative,C6-WALK-UP,14,37.86,10.12,242309,209.96
1045,Manhattan,Cooperative,C6-WALK-UP,20,28.6,10.49,230902,108.08
1046,Manhattan,Cooperative,D0-ELEVATOR,16,38.04,13.15,1370568,188.4
1047,Manhattan,Cooperative,D0-ELEVATOR,18,34.58,6.6,1265815,207.21
